Camera,tube,Depth,Date,Root.length
Cam2_,224,1042,13/05/2019,1481
Cam2_,224,1076,13/05/2019,1685
Cam2_,224,1112,13/05/2019,841
Cam2_,224,1146,13/05/2019,419
Cam2_,224,1182,13/05/2019,640
Cam2_,224,1216,13/05/2019,749
Cam2_,224,1251,13/05/2019,800
Cam2_,224,1285,13/05/2019,363
Cam2_,224,1321,13/05/2019,1114
Cam2_,224,1357,13/05/2019,677
Cam2_,224,1391,13/05/2019,338
Cam2_,224,1426,13/05/2019,877
Cam2_,224,1461,13/05/2019,1357
Cam2_,224,1495,13/05/2019,1661
Cam2_,224,1531,13/05/2019,1926
Cam2_,224,1565,13/05/2019,2404
Cam2_,224,1601,13/05/2019,1084
Cam2_,224,1635,13/05/2019,1065
Cam2_,224,1670,13/05/2019,1462
Cam2_,224,1706,13/05/2019,1754
Cam2_,224,1740,13/05/2019,1976
Cam2_,224,1776,13/05/2019,1212
Cam2_,224,1810,13/05/2019,522
Cam2_,224,1846,13/05/2019,554
Cam2_,224,1880,13/05/2019,284
Cam2_,224,1914,13/05/2019,840
Cam2_,224,1950,13/05/2019,1425
Cam2_,224,1986,13/05/2019,1510
Cam2_,224,2020,13/05/2019,637
Cam2_,224,2056,13/05/2019,1126
Cam2_,224,2091,13/05/2019,834
Cam2_,224,2127,13/05/2019,779
Cam2_,224,2160,13/05/2019,690
Cam2_,224,2196,13/05/2019,2079
Cam2_,224,2231,13/05/2019,1469
Cam2_,224,2267,13/05/2019,1369
Cam2_,224,2302,13/05/2019,1507
Cam2_,224,2337,13/05/2019,2803
Cam2_,224,2371,13/05/2019,3511
Cam2_,224,2405,13/05/2019,1176
Cam2_,224,2440,13/05/2019,2807
Cam2_,224,2476,13/05/2019,1731
Cam2_,224,2512,13/05/2019,1344
Cam2_,224,2545,13/05/2019,374
Cam2_,224,2581,13/05/2019,51
Cam2_,224,2616,13/05/2019,438
Cam2_,224,2651,13/05/2019,744
Cam2_,224,2686,13/05/2019,229
Cam2_,224,2721,13/05/2019,700
Cam2_,224,2757,13/05/2019,81
Cam2_,224,2791,13/05/2019,1642
Cam2_,224,2824,13/05/2019,1145
Cam2_,224,2861,13/05/2019,42
Cam2_,224,2896,13/05/2019,1535
Cam2_,224,2931,13/05/2019,242
Cam2_,224,2964,13/05/2019,84
Cam2_,224,3001,13/05/2019,122
Cam2_,224,3035,13/05/2019,0
Cam2_,224,3071,13/05/2019,0
Cam2_,224,3106,13/05/2019,0
Cam2_,224,3140,13/05/2019,142
Cam2_,224,3176,13/05/2019,29
Cam2_,224,3211,13/05/2019,0
Cam2_,224,3247,13/05/2019,0
Cam2_,224,3282,13/05/2019,0
Cam2_,224,3317,13/05/2019,0
Cam2_,224,3352,13/05/2019,0
Cam2_,224,3387,13/05/2019,197
Cam2_,224,3421,13/05/2019,0
Cam2_,224,3456,13/05/2019,0
Cam2_,224,3491,13/05/2019,0
Cam2_,224,3527,13/05/2019,0
Cam2_,224,3561,13/05/2019,0
Cam2_,224,3596,13/05/2019,0
Cam2_,224,3631,13/05/2019,0
Cam2_,224,3667,13/05/2019,0
Cam2_,224,3701,13/05/2019,0
Cam2_,224,3734,13/05/2019,0
Cam2_,224,3771,13/05/2019,0
Cam2_,224,3807,13/05/2019,0
Cam2_,224,3842,13/05/2019,0
Cam2_,224,3876,13/05/2019,0
Cam2_,224,3912,13/05/2019,0
Cam2_,224,3946,13/05/2019,0
Cam2_,224,3981,13/05/2019,0
Cam2_,224,4016,13/05/2019,0
Cam2_,224,4052,13/05/2019,0
Cam2_,224,4085,13/05/2019,0
Cam2_,224,4119,13/05/2019,0
Cam2_,224,4156,13/05/2019,0
Cam2_,224,4191,13/05/2019,39
Cam2_,224,4226,13/05/2019,0
Cam2_,224,4260,13/05/2019,0
Cam2_,224,4297,13/05/2019,0
Cam2_,224,4331,13/05/2019,0
Cam2_,224,4367,13/05/2019,0
Cam2_,224,4401,13/05/2019,0
Cam2_,224,4437,13/05/2019,0
Cam2_,224,4472,13/05/2019,0
Cam2_,224,4505,13/05/2019,0
Cam2_,224,4540,13/05/2019,0
Cam2_,224,4577,13/05/2019,0
Cam2_,224,4611,13/05/2019,0
Cam2_,224,4644,13/05/2019,0
Cam2_,224,4681,13/05/2019,0
Cam2_,224,4716,13/05/2019,0
Cam2_,224,4752,13/05/2019,0
Cam2_,224,4785,13/05/2019,0
Cam2_,224,4821,13/05/2019,0
Cam2_,224,4856,13/05/2019,0
Cam2_,224,4891,13/05/2019,0
Cam2_,224,4926,13/05/2019,0
Cam2_,224,4962,13/05/2019,0
Cam2_,224,5004,13/05/2019,0
Cam2_,224,515,13/05/2019,0
Cam2_,224,550,13/05/2019,0
Cam2_,224,586,13/05/2019,0
Cam2_,224,620,13/05/2019,128
Cam2_,224,656,13/05/2019,0
Cam2_,224,690,13/05/2019,128
Cam2_,224,726,13/05/2019,791
Cam2_,224,761,13/05/2019,74
Cam2_,224,795,13/05/2019,942
Cam2_,224,830,13/05/2019,1693
Cam2_,224,867,13/05/2019,1562
Cam2_,224,901,13/05/2019,297
Cam2_,224,936,13/05/2019,1206
Cam2_,224,970,13/05/2019,875
Cam3_,225,1004,13/05/2019,0
Cam3_,225,1039,13/05/2019,337
Cam3_,225,1074,13/05/2019,298
Cam3_,225,1109,13/05/2019,446
Cam3_,225,1146,13/05/2019,155
Cam3_,225,1179,13/05/2019,0
Cam3_,225,1212,13/05/2019,537
Cam3_,225,1249,13/05/2019,1157
Cam3_,225,1286,13/05/2019,593
Cam3_,225,1318,13/05/2019,757
Cam3_,225,1354,13/05/2019,179
Cam3_,225,1389,13/05/2019,130
Cam3_,225,1424,13/05/2019,549
Cam3_,225,1460,13/05/2019,898
Cam3_,225,1495,13/05/2019,2433
Cam3_,225,1527,13/05/2019,1001
Cam3_,225,1563,13/05/2019,589
Cam3_,225,1599,13/05/2019,2234
Cam3_,225,1633,13/05/2019,4504
Cam3_,225,1669,13/05/2019,5338
Cam3_,225,1704,13/05/2019,2657
Cam3_,225,1738,13/05/2019,1759
Cam3_,225,1774,13/05/2019,2194
Cam3_,225,1809,13/05/2019,1655
Cam3_,225,1843,13/05/2019,1559
Cam3_,225,1881,13/05/2019,951
Cam3_,225,1915,13/05/2019,953
Cam3_,225,1949,13/05/2019,1073
Cam3_,225,1984,13/05/2019,1129
Cam3_,225,2020,13/05/2019,425
Cam3_,225,2053,13/05/2019,1253
Cam3_,225,2091,13/05/2019,657
Cam3_,225,2126,13/05/2019,1654
Cam3_,225,2160,13/05/2019,3006
Cam3_,225,2195,13/05/2019,2681
Cam3_,225,2230,13/05/2019,1606
Cam3_,225,2263,13/05/2019,1798
Cam3_,225,2299,13/05/2019,981
Cam3_,225,2336,13/05/2019,777
Cam3_,225,2370,13/05/2019,952
Cam3_,225,2404,13/05/2019,1156
Cam3_,225,2440,13/05/2019,2021
Cam3_,225,2475,13/05/2019,1355
Cam3_,225,2508,13/05/2019,3070
Cam3_,225,2544,13/05/2019,605
Cam3_,225,2580,13/05/2019,828
Cam3_,225,2615,13/05/2019,1062
Cam3_,225,2649,13/05/2019,822
Cam3_,225,2684,13/05/2019,1529
Cam3_,225,2721,13/05/2019,380
Cam3_,225,2754,13/05/2019,491
Cam3_,225,2790,13/05/2019,81
Cam3_,225,2825,13/05/2019,0
Cam3_,225,2857,13/05/2019,603
Cam3_,225,2894,13/05/2019,202
Cam3_,225,2929,13/05/2019,60
Cam3_,225,2964,13/05/2019,0
Cam3_,225,2999,13/05/2019,37
Cam3_,225,3034,13/05/2019,246
Cam3_,225,3070,13/05/2019,0
Cam3_,225,3105,13/05/2019,0
Cam3_,225,3140,13/05/2019,0
Cam3_,225,3175,13/05/2019,0
Cam3_,225,3208,13/05/2019,0
Cam3_,225,3246,13/05/2019,0
Cam3_,225,3278,13/05/2019,0
Cam3_,225,3314,13/05/2019,259
Cam3_,225,3351,13/05/2019,167
Cam3_,225,3386,13/05/2019,0
Cam3_,225,3420,13/05/2019,0
Cam3_,225,3455,13/05/2019,0
Cam3_,225,3489,13/05/2019,0
Cam3_,225,3523,13/05/2019,0
Cam3_,225,3560,13/05/2019,0
Cam3_,225,3594,13/05/2019,0
Cam3_,225,3628,13/05/2019,0
Cam3_,225,3664,13/05/2019,0
Cam3_,225,3700,13/05/2019,16
Cam3_,225,3733,13/05/2019,0
Cam3_,225,3771,13/05/2019,10
Cam3_,225,3805,13/05/2019,0
Cam3_,225,3839,13/05/2019,0
Cam3_,225,3874,13/05/2019,0
Cam3_,225,3910,13/05/2019,0
Cam3_,225,3945,13/05/2019,0
Cam3_,225,3980,13/05/2019,0
Cam3_,225,4016,13/05/2019,0
Cam3_,225,4050,13/05/2019,0
Cam3_,225,4084,13/05/2019,0
Cam3_,225,4120,13/05/2019,161
Cam3_,225,4156,13/05/2019,0
Cam3_,225,4190,13/05/2019,0
Cam3_,225,4224,13/05/2019,0
Cam3_,225,4261,13/05/2019,0
Cam3_,225,4294,13/05/2019,0
Cam3_,225,4329,13/05/2019,0
Cam3_,225,4365,13/05/2019,0
Cam3_,225,4400,13/05/2019,0
Cam3_,225,4434,13/05/2019,0
Cam3_,225,4470,13/05/2019,0
Cam3_,225,4503,13/05/2019,0
Cam3_,225,4537,13/05/2019,0
Cam3_,225,4575,13/05/2019,0
Cam3_,225,4611,13/05/2019,0
Cam3_,225,4645,13/05/2019,0
Cam3_,225,4679,13/05/2019,0
Cam3_,225,4715,13/05/2019,0
Cam3_,225,4749,13/05/2019,0
Cam3_,225,4784,13/05/2019,0
Cam3_,225,4820,13/05/2019,0
Cam3_,225,4856,13/05/2019,0
Cam3_,225,4890,13/05/2019,0
Cam3_,225,4924,13/05/2019,0
Cam3_,225,4960,13/05/2019,0
Cam3_,225,5004,13/05/2019,0
Cam3_,225,515,13/05/2019,0
Cam3_,225,550,13/05/2019,21
Cam3_,225,584,13/05/2019,0
Cam3_,225,619,13/05/2019,523
Cam3_,225,654,13/05/2019,109
Cam3_,225,691,13/05/2019,467
Cam3_,225,723,13/05/2019,540
Cam3_,225,759,13/05/2019,0
Cam3_,225,793,13/05/2019,0
Cam3_,225,830,13/05/2019,0
Cam3_,225,865,13/05/2019,383
Cam3_,225,898,13/05/2019,297
Cam3_,225,934,13/05/2019,0
Cam3_,225,969,13/05/2019,0
Cam4_,226,1005,13/05/2019,52
Cam4_,226,1041,13/05/2019,150
Cam4_,226,1076,13/05/2019,1204
Cam4_,226,1110,13/05/2019,1102
Cam4_,226,1147,13/05/2019,745
Cam4_,226,1181,13/05/2019,188
Cam4_,226,1215,13/05/2019,422
Cam4_,226,1251,13/05/2019,1895
Cam4_,226,1286,13/05/2019,1373
Cam4_,226,1320,13/05/2019,1527
Cam4_,226,1354,13/05/2019,892
Cam4_,226,1390,13/05/2019,821
Cam4_,226,1426,13/05/2019,1338
Cam4_,226,1459,13/05/2019,1657
Cam4_,226,1496,13/05/2019,1292
Cam4_,226,1530,13/05/2019,815
Cam4_,226,1564,13/05/2019,457
Cam4_,226,1600,13/05/2019,1122
Cam4_,226,1636,13/05/2019,1023
Cam4_,226,1670,13/05/2019,839
Cam4_,226,1704,13/05/2019,2434
Cam4_,226,1739,13/05/2019,2431
Cam4_,226,1774,13/05/2019,1989
Cam4_,226,1810,13/05/2019,832
Cam4_,226,1846,13/05/2019,2090
Cam4_,226,1880,13/05/2019,140
Cam4_,226,1915,13/05/2019,642
Cam4_,226,1951,13/05/2019,1272
Cam4_,226,1985,13/05/2019,963
Cam4_,226,2021,13/05/2019,50
Cam4_,226,2055,13/05/2019,1321
Cam4_,226,2092,13/05/2019,2285
Cam4_,226,2126,13/05/2019,331
Cam4_,226,2160,13/05/2019,1057
Cam4_,226,2196,13/05/2019,5301
Cam4_,226,2231,13/05/2019,2555
Cam4_,226,2265,13/05/2019,1408
Cam4_,226,2301,13/05/2019,1844
Cam4_,226,2335,13/05/2019,2482
Cam4_,226,2371,13/05/2019,1688
Cam4_,226,2405,13/05/2019,2133
Cam4_,226,2440,13/05/2019,706
Cam4_,226,2475,13/05/2019,843
Cam4_,226,2509,13/05/2019,1378
Cam4_,226,2546,13/05/2019,515
Cam4_,226,2580,13/05/2019,127
Cam4_,226,2615,13/05/2019,605
Cam4_,226,2650,13/05/2019,2257
Cam4_,226,2685,13/05/2019,1421
Cam4_,226,2718,13/05/2019,1272
Cam4_,226,2756,13/05/2019,913
Cam4_,226,2790,13/05/2019,736
Cam4_,226,2824,13/05/2019,720
Cam4_,226,2860,13/05/2019,1296
Cam4_,226,2896,13/05/2019,156
Cam4_,226,2931,13/05/2019,1699
Cam4_,226,2966,13/05/2019,1491
Cam4_,226,3001,13/05/2019,443
Cam4_,226,3035,13/05/2019,892
Cam4_,226,3070,13/05/2019,752
Cam4_,226,3105,13/05/2019,609
Cam4_,226,3139,13/05/2019,0
Cam4_,226,3176,13/05/2019,0
Cam4_,226,3210,13/05/2019,956
Cam4_,226,3246,13/05/2019,44
Cam4_,226,3280,13/05/2019,1117
Cam4_,226,3314,13/05/2019,376
Cam4_,226,3351,13/05/2019,207
Cam4_,226,3387,13/05/2019,0
Cam4_,226,3420,13/05/2019,6
Cam4_,226,3455,13/05/2019,3
Cam4_,226,3491,13/05/2019,165
Cam4_,226,3525,13/05/2019,95
Cam4_,226,3561,13/05/2019,0
Cam4_,226,3596,13/05/2019,0
Cam4_,226,3630,13/05/2019,0
Cam4_,226,3666,13/05/2019,0
Cam4_,226,3700,13/05/2019,63
Cam4_,226,3736,13/05/2019,92
Cam4_,226,3770,13/05/2019,0
Cam4_,226,3805,13/05/2019,0
Cam4_,226,3841,13/05/2019,0
Cam4_,226,3875,13/05/2019,113
Cam4_,226,3910,13/05/2019,41
Cam4_,226,3945,13/05/2019,0
Cam4_,226,3980,13/05/2019,0
Cam4_,226,4015,13/05/2019,0
Cam4_,226,4051,13/05/2019,0
Cam4_,226,4087,13/05/2019,0
Cam4_,226,4121,13/05/2019,0
Cam4_,226,4155,13/05/2019,0
Cam4_,226,4190,13/05/2019,0
Cam4_,226,4226,13/05/2019,41
Cam4_,226,4261,13/05/2019,0
Cam4_,226,4297,13/05/2019,0
Cam4_,226,4331,13/05/2019,0
Cam4_,226,4367,13/05/2019,0
Cam4_,226,4399,13/05/2019,75
Cam4_,226,4436,13/05/2019,0
Cam4_,226,4471,13/05/2019,0
Cam4_,226,4504,13/05/2019,0
Cam4_,226,4541,13/05/2019,0
Cam4_,226,4575,13/05/2019,0
Cam4_,226,4611,13/05/2019,0
Cam4_,226,4646,13/05/2019,0
Cam4_,226,4680,13/05/2019,0
Cam4_,226,4715,13/05/2019,0
Cam4_,226,4749,13/05/2019,0
Cam4_,226,4786,13/05/2019,0
Cam4_,226,4821,13/05/2019,0
Cam4_,226,4857,13/05/2019,0
Cam4_,226,4892,13/05/2019,0
Cam4_,226,4926,13/05/2019,0
Cam4_,226,4961,13/05/2019,0
Cam4_,226,5004,13/05/2019,0
Cam4_,226,515,13/05/2019,0
Cam4_,226,549,13/05/2019,9
Cam4_,226,586,13/05/2019,0
Cam4_,226,620,13/05/2019,0
Cam4_,226,654,13/05/2019,0
Cam4_,226,689,13/05/2019,0
Cam4_,226,725,13/05/2019,0
Cam4_,226,760,13/05/2019,0
Cam4_,226,795,13/05/2019,81
Cam4_,226,830,13/05/2019,223
Cam4_,226,865,13/05/2019,91
Cam4_,226,900,13/05/2019,437
Cam4_,226,936,13/05/2019,420
Cam4_,226,970,13/05/2019,78
Cam1_,227,1006,13/05/2019,1016
Cam1_,227,1041,13/05/2019,202
Cam1_,227,1076,13/05/2019,564
Cam1_,227,1112,13/05/2019,903
Cam1_,227,1145,13/05/2019,861
Cam1_,227,1182,13/05/2019,512
Cam1_,227,1215,13/05/2019,995
Cam1_,227,1249,13/05/2019,319
Cam1_,227,1287,13/05/2019,1055
Cam1_,227,1320,13/05/2019,1032
Cam1_,227,1357,13/05/2019,309
Cam1_,227,1391,13/05/2019,0
Cam1_,227,1427,13/05/2019,0
Cam1_,227,1462,13/05/2019,954
Cam1_,227,1496,13/05/2019,500
Cam1_,227,1531,13/05/2019,548
Cam1_,227,1567,13/05/2019,1714
Cam1_,227,1600,13/05/2019,644
Cam1_,227,1635,13/05/2019,213
Cam1_,227,1671,13/05/2019,823
Cam1_,227,1706,13/05/2019,668
Cam1_,227,1742,13/05/2019,778
Cam1_,227,1777,13/05/2019,560
Cam1_,227,1811,13/05/2019,271
Cam1_,227,1846,13/05/2019,182
Cam1_,227,1880,13/05/2019,0
Cam1_,227,1916,13/05/2019,437
Cam1_,227,1949,13/05/2019,402
Cam1_,227,1984,13/05/2019,646
Cam1_,227,2021,13/05/2019,522
Cam1_,227,2056,13/05/2019,291
Cam1_,227,2090,13/05/2019,856
Cam1_,227,2126,13/05/2019,1754
Cam1_,227,2162,13/05/2019,1825
Cam1_,227,2196,13/05/2019,1706
Cam1_,227,2231,13/05/2019,1367
Cam1_,227,2267,13/05/2019,2330
Cam1_,227,2302,13/05/2019,1496
Cam1_,227,2336,13/05/2019,976
Cam1_,227,2370,13/05/2019,1054
Cam1_,227,2407,13/05/2019,2565
Cam1_,227,2440,13/05/2019,731
Cam1_,227,2475,13/05/2019,589
Cam1_,227,2510,13/05/2019,475
Cam1_,227,2547,13/05/2019,1241
Cam1_,227,2582,13/05/2019,1032
Cam1_,227,2616,13/05/2019,831
Cam1_,227,2651,13/05/2019,957
Cam1_,227,2685,13/05/2019,760
Cam1_,227,2720,13/05/2019,498
Cam1_,227,2756,13/05/2019,1358
Cam1_,227,2792,13/05/2019,1174
Cam1_,227,2825,13/05/2019,637
Cam1_,227,2862,13/05/2019,355
Cam1_,227,2897,13/05/2019,268
Cam1_,227,2932,13/05/2019,1380
Cam1_,227,2966,13/05/2019,1567
Cam1_,227,3002,13/05/2019,1346
Cam1_,227,3035,13/05/2019,793
Cam1_,227,3072,13/05/2019,106
Cam1_,227,3106,13/05/2019,213
Cam1_,227,3141,13/05/2019,282
Cam1_,227,3176,13/05/2019,624
Cam1_,227,3210,13/05/2019,261
Cam1_,227,3247,13/05/2019,615
Cam1_,227,3282,13/05/2019,7
Cam1_,227,3316,13/05/2019,0
Cam1_,227,3352,13/05/2019,477
Cam1_,227,3386,13/05/2019,1469
Cam1_,227,3422,13/05/2019,1535
Cam1_,227,3457,13/05/2019,1231
Cam1_,227,3491,13/05/2019,48
Cam1_,227,3526,13/05/2019,0
Cam1_,227,3562,13/05/2019,293
Cam1_,227,3596,13/05/2019,65
Cam1_,227,3630,13/05/2019,0
Cam1_,227,3666,13/05/2019,267
Cam1_,227,3701,13/05/2019,71
Cam1_,227,3736,13/05/2019,0
Cam1_,227,3771,13/05/2019,0
Cam1_,227,3806,13/05/2019,0
Cam1_,227,3841,13/05/2019,0
Cam1_,227,3875,13/05/2019,0
Cam1_,227,3911,13/05/2019,0
Cam1_,227,3946,13/05/2019,0
Cam1_,227,3982,13/05/2019,0
Cam1_,227,4015,13/05/2019,0
Cam1_,227,4053,13/05/2019,24
Cam1_,227,4087,13/05/2019,0
Cam1_,227,4121,13/05/2019,0
Cam1_,227,4155,13/05/2019,0
Cam1_,227,4192,13/05/2019,0
Cam1_,227,4226,13/05/2019,0
Cam1_,227,4260,13/05/2019,0
Cam1_,227,4295,13/05/2019,0
Cam1_,227,4331,13/05/2019,0
Cam1_,227,4365,13/05/2019,0
Cam1_,227,4399,13/05/2019,41
Cam1_,227,4436,13/05/2019,0
Cam1_,227,4472,13/05/2019,0
Cam1_,227,4505,13/05/2019,0
Cam1_,227,4542,13/05/2019,0
Cam1_,227,4576,13/05/2019,0
Cam1_,227,4612,13/05/2019,0
Cam1_,227,4647,13/05/2019,0
Cam1_,227,4681,13/05/2019,0
Cam1_,227,4716,13/05/2019,0
Cam1_,227,4749,13/05/2019,0
Cam1_,227,4786,13/05/2019,0
Cam1_,227,4821,13/05/2019,0
Cam1_,227,4857,13/05/2019,0
Cam1_,227,4890,13/05/2019,0
Cam1_,227,4927,13/05/2019,0
Cam1_,227,4961,13/05/2019,0
Cam1_,227,5004,13/05/2019,0
Cam1_,227,516,13/05/2019,0
Cam1_,227,551,13/05/2019,0
Cam1_,227,585,13/05/2019,0
Cam1_,227,621,13/05/2019,0
Cam1_,227,657,13/05/2019,172
Cam1_,227,690,13/05/2019,292
Cam1_,227,724,13/05/2019,0
Cam1_,227,760,13/05/2019,529
Cam1_,227,795,13/05/2019,804
Cam1_,227,830,13/05/2019,727
Cam1_,227,866,13/05/2019,1085
Cam1_,227,900,13/05/2019,959
Cam1_,227,936,13/05/2019,786
Cam1_,227,971,13/05/2019,639
Cam2_,228,1005,13/05/2019,110
Cam2_,228,1042,13/05/2019,8
Cam2_,228,1076,13/05/2019,304
Cam2_,228,1110,13/05/2019,114
Cam2_,228,1146,13/05/2019,479
Cam2_,228,1181,13/05/2019,407
Cam2_,228,1216,13/05/2019,128
Cam2_,228,1250,13/05/2019,1101
Cam2_,228,1287,13/05/2019,1257
Cam2_,228,1321,13/05/2019,134
Cam2_,228,1356,13/05/2019,113
Cam2_,228,1392,13/05/2019,384
Cam2_,228,1426,13/05/2019,596
Cam2_,228,1460,13/05/2019,0
Cam2_,228,1496,13/05/2019,168
Cam2_,228,1531,13/05/2019,1025
Cam2_,228,1565,13/05/2019,1336
Cam2_,228,1601,13/05/2019,270
Cam2_,228,1636,13/05/2019,385
Cam2_,228,1673,13/05/2019,934
Cam2_,228,1706,13/05/2019,739
Cam2_,228,1741,13/05/2019,1351
Cam2_,228,1775,13/05/2019,2767
Cam2_,228,1810,13/05/2019,4529
Cam2_,228,1845,13/05/2019,2355
Cam2_,228,1881,13/05/2019,2499
Cam2_,228,1917,13/05/2019,2687
Cam2_,228,1952,13/05/2019,2775
Cam2_,228,1985,13/05/2019,1641
Cam2_,228,2020,13/05/2019,769
Cam2_,228,2056,13/05/2019,1385
Cam2_,228,2091,13/05/2019,450
Cam2_,228,2125,13/05/2019,536
Cam2_,228,2161,13/05/2019,1453
Cam2_,228,2197,13/05/2019,1690
Cam2_,228,2231,13/05/2019,1921
Cam2_,228,2266,13/05/2019,1905
Cam2_,228,2301,13/05/2019,1598
Cam2_,228,2337,13/05/2019,1383
Cam2_,228,2370,13/05/2019,989
Cam2_,228,2407,13/05/2019,1445
Cam2_,228,2442,13/05/2019,1459
Cam2_,228,2475,13/05/2019,558
Cam2_,228,2511,13/05/2019,759
Cam2_,228,2547,13/05/2019,1594
Cam2_,228,2581,13/05/2019,1109
Cam2_,228,2616,13/05/2019,1379
Cam2_,228,2651,13/05/2019,787
Cam2_,228,2684,13/05/2019,407
Cam2_,228,2722,13/05/2019,1770
Cam2_,228,2755,13/05/2019,905
Cam2_,228,2789,13/05/2019,681
Cam2_,228,2826,13/05/2019,1171
Cam2_,228,2862,13/05/2019,1200
Cam2_,228,2897,13/05/2019,1548
Cam2_,228,2930,13/05/2019,452
Cam2_,228,2967,13/05/2019,1486
Cam2_,228,3002,13/05/2019,299
Cam2_,228,3037,13/05/2019,419
Cam2_,228,3071,13/05/2019,457
Cam2_,228,3107,13/05/2019,188
Cam2_,228,3142,13/05/2019,111
Cam2_,228,3176,13/05/2019,189
Cam2_,228,3212,13/05/2019,74
Cam2_,228,3245,13/05/2019,262
Cam2_,228,3281,13/05/2019,458
Cam2_,228,3316,13/05/2019,0
Cam2_,228,3352,13/05/2019,57
Cam2_,228,3387,13/05/2019,0
Cam2_,228,3420,13/05/2019,31
Cam2_,228,3456,13/05/2019,0
Cam2_,228,3491,13/05/2019,0
Cam2_,228,3527,13/05/2019,10
Cam2_,228,3562,13/05/2019,0
Cam2_,228,3596,13/05/2019,0
Cam2_,228,3632,13/05/2019,0
Cam2_,228,3666,13/05/2019,0
Cam2_,228,3701,13/05/2019,0
Cam2_,228,3736,13/05/2019,0
Cam2_,228,3771,13/05/2019,0
Cam2_,228,3806,13/05/2019,0
Cam2_,228,3840,13/05/2019,0
Cam2_,228,3876,13/05/2019,0
Cam2_,228,3911,13/05/2019,0
Cam2_,228,3946,13/05/2019,0
Cam2_,228,3980,13/05/2019,0
Cam2_,228,4018,13/05/2019,0
Cam2_,228,4051,13/05/2019,0
Cam2_,228,4086,13/05/2019,0
Cam2_,228,4120,13/05/2019,0
Cam2_,228,4157,13/05/2019,0
Cam2_,228,4192,13/05/2019,0
Cam2_,228,4225,13/05/2019,22
Cam2_,228,4261,13/05/2019,0
Cam2_,228,4296,13/05/2019,0
Cam2_,228,4331,13/05/2019,0
Cam2_,228,4364,13/05/2019,0
Cam2_,228,4402,13/05/2019,0
Cam2_,228,4436,13/05/2019,0
Cam2_,228,4471,13/05/2019,0
Cam2_,228,4506,13/05/2019,0
Cam2_,228,4541,13/05/2019,0
Cam2_,228,4577,13/05/2019,0
Cam2_,228,4611,13/05/2019,0
Cam2_,228,4645,13/05/2019,0
Cam2_,228,4681,13/05/2019,0
Cam2_,228,4716,13/05/2019,0
Cam2_,228,4749,13/05/2019,0
Cam2_,228,4786,13/05/2019,0
Cam2_,228,4820,13/05/2019,0
Cam2_,228,4855,13/05/2019,0
Cam2_,228,4890,13/05/2019,0
Cam2_,228,4927,13/05/2019,0
Cam2_,228,4961,13/05/2019,0
Cam2_,228,5006,13/05/2019,0
Cam2_,228,514,13/05/2019,0
Cam2_,228,551,13/05/2019,0
Cam2_,228,586,13/05/2019,0
Cam2_,228,620,13/05/2019,0
Cam2_,228,657,13/05/2019,314
Cam2_,228,691,13/05/2019,455
Cam2_,228,725,13/05/2019,791
Cam2_,228,761,13/05/2019,276
Cam2_,228,796,13/05/2019,873
Cam2_,228,829,13/05/2019,971
Cam2_,228,864,13/05/2019,462
Cam2_,228,901,13/05/2019,856
Cam2_,228,936,13/05/2019,1208
Cam2_,228,972,13/05/2019,192
Cam3_,229,1004,13/05/2019,643
Cam3_,229,1040,13/05/2019,1431
Cam3_,229,1075,13/05/2019,1009
Cam3_,229,1109,13/05/2019,1639
Cam3_,229,1145,13/05/2019,441
Cam3_,229,1180,13/05/2019,1160
Cam3_,229,1214,13/05/2019,790
Cam3_,229,1250,13/05/2019,379
Cam3_,229,1284,13/05/2019,1245
Cam3_,229,1318,13/05/2019,394
Cam3_,229,1356,13/05/2019,0
Cam3_,229,1389,13/05/2019,23
Cam3_,229,1426,13/05/2019,198
Cam3_,229,1460,13/05/2019,353
Cam3_,229,1494,13/05/2019,542
Cam3_,229,1530,13/05/2019,2298
Cam3_,229,1566,13/05/2019,2872
Cam3_,229,1600,13/05/2019,1725
Cam3_,229,1632,13/05/2019,2131
Cam3_,229,1670,13/05/2019,1544
Cam3_,229,1704,13/05/2019,2096
Cam3_,229,1738,13/05/2019,438
Cam3_,229,1774,13/05/2019,1365
Cam3_,229,1809,13/05/2019,906
Cam3_,229,1846,13/05/2019,1578
Cam3_,229,1880,13/05/2019,967
Cam3_,229,1916,13/05/2019,2655
Cam3_,229,1947,13/05/2019,2327
Cam3_,229,1984,13/05/2019,1016
Cam3_,229,2019,13/05/2019,712
Cam3_,229,2053,13/05/2019,585
Cam3_,229,2089,13/05/2019,2032
Cam3_,229,2126,13/05/2019,2134
Cam3_,229,2159,13/05/2019,1023
Cam3_,229,2193,13/05/2019,220
Cam3_,229,2230,13/05/2019,1799
Cam3_,229,2265,13/05/2019,1021
Cam3_,229,2297,13/05/2019,1159
Cam3_,229,2333,13/05/2019,1399
Cam3_,229,2371,13/05/2019,977
Cam3_,229,2405,13/05/2019,1613
Cam3_,229,2441,13/05/2019,938
Cam3_,229,2475,13/05/2019,1183
Cam3_,229,2508,13/05/2019,266
Cam3_,229,2544,13/05/2019,1137
Cam3_,229,2580,13/05/2019,467
Cam3_,229,2615,13/05/2019,794
Cam3_,229,2650,13/05/2019,366
Cam3_,229,2684,13/05/2019,1230
Cam3_,229,2719,13/05/2019,538
